time: 2000000000
329 16 1
329 17 1
329 18 1
329 19 1
329 20 1
330 1 1
330 2 1
330 3 1
330 4 1
330 5 1
330 6 1
330 7 1
330 8 1
330 9 1
330 10 1
330 11 1
330 12 1
330 13 1
330 14 1
330 15 1
330 16 1
330 17 1
330 18 1
330 19 1
330 20 1
331 1 1
331 2 1
331 3 1
331 4 1
331 5 1
331 6 1
331 7 1
331 8 1
331 9 1
331 10 1
331 11 1
331 12 1
331 13 1
331 14 1
331 15 1
331 16 1
331 17 1
331 18 1
331 19 1
331 20 1
332 1 1
332 2 1
332 3 1
332 4 1
332 5 1
332 6 1
332 7 1
332 8 1
332 9 1
332 10 1
332 11 1
332 12 1
332 13 1
332 14 1
332 15 1
332 16 1
332 17 1
332 18 1
332 19 1
332 20 1
333 1 1
333 2 1
333 3 1
333 4 1
333 5 1
333 6 1
333 7 1
333 8 1
333 9 1
333 10 1
333 11 1
333 12 1
333 13 1
333 14 1
333 15 1
333 16 1
333 17 1
333 18 1
333 19 1
333 20 1
334 1 1
334 2 1
334 3 1
334 4 1
334 5 1
334 6 1
334 7 1
334 8 1
334 9 1
334 10 1
334 11 1
334 12 1
334 13 1
334 14 1
334 15 1
334 16 1
334 17 1
334 18 1
334 19 1
334 20 1
335 1 1
335 2 1
335 3 1
335 4 1
335 5 1
335 6 1
335 7 1
335 8 1
335 9 1
335 10 1
335 11 1
335 12 1
335 13 1
335 14 1
335 15 1
335 16 1
335 17 1
335 18 1
335 19 1
335 20 1
336 1 1
336 2 1
336 3 1
336 4 1
336 5 1
336 6 1
336 7 1
336 8 1
336 9 1
336 10 1
336 11 1
336 12 1
336 13 1
336 14 1
336 15 1
336 16 1
336 17 1
336 18 1
336 19 1
336 20 1
337 1 1
337 2 1
337 3 1
337 4 1
337 5 1
337 6 1
337 7 1
337 8 1
337 9 1
337 10 1
337 11 1
337 12 1
337 13 1
337 14 1
337 15 1
337 16 1
337 17 1
337 18 1
337 19 1
337 20 1
338 1 1
338 2 1
338 3 1
338 4 1
338 5 1
338 6 1
338 7 1
338 8 1
338 9 1
338 10 1
338 11 1
338 12 1
338 13 1
338 14 1
338 15 1
338 16 1
338 17 1
338 18 1
338 19 1
338 20 1
339 1 1
339 2 1
339 3 1
339 4 1
339 5 1
339 6 1
339 7 1
339 8 1
339 9 1
339 10 1
339 11 1
339 12 1
339 13 1
339 14 1
339 15 1
339 16 1
339 17 1
339 18 1
339 19 1
339 20 1
340 1 1
340 2 1
340 3 1
340 4 1
340 5 1
340 6 1
340 7 1
340 8 1
341 1 1
341 2 1
341 3 1
341 4 1
341 5 1
341 6 1
341 7 1
341 8 1
342 1 1
342 2 1
342 3 1
342 4 1
342 5 1
342 6 1
342 7 1
342 8 1
343 1 1
343 2 1
343 3 1
343 4 1
343 5 1
343 6 1
343 7 1
343 8 1
344 1 1
344 2 1
344 3 1
344 4 1
344 5 1
344 6 1
344 7 1
344 8 1
345 1 1
345 2 1
345 3 1
345 4 1
345 5 1
345 6 1
345 7 1
345 8 1
346 1 1
346 2 1
346 3 1
346 4 1
346 5 1
346 6 1
346 7 1
346 8 1
347 1 1
347 2 1
347 3 1
347 4 1
347 5 1
347 6 1
347 7 1
347 8 1
348 1 1
348 2 1
348 3 1
348 4 1
348 5 1
348 6 1
348 7 1
348 8 1
349 1 1
349 2 1
349 3 1
349 4 1
349 5 1
349 6 1
349 7 1
349 8 1
350 1 1
350 2 1
350 3 1
350 4 1
350 5 1
350 6 1
350 7 1
350 8 1
351 1 1
351 2 1
351 3 1
351 4 1
351 5 1
351 6 1
351 7 1
351 8 1
352 1 1
352 2 1
352 3 1
352 4 1
352 5 1
352 6 1
352 7 1
352 8 1
353 1 1
353 2 1
353 3 1
353 4 1
353 5 1
353 6 1
353 7 1
353 8 1
354 1 1
354 2 1
354 3 1
354 4 1
354 5 1
354 6 1
354 7 1
354 8 1
355 1 1
355 2 1
355 3 1
355 4 1
355 5 1
355 6 1
355 7 1
355 8 1
356 1 1
356 2 1
356 3 1
356 4 1
356 5 1
356 6 1
356 7 1
356 8 1
357 1 1
357 2 1
357 3 1
357 4 1
357 5 1
357 6 1
357 7 1
357 8 1
358 1 1
358 2 1
358 3 1
358 4 1
358 5 1
358 6 1
358 7 1
358 8 1
359 1 1
359 2 1
359 3 1
359 4 1
359 5 1
359 6 1
359 7 1
359 8 1
360 1 1
360 2 1
360 3 1
360 4 1
360 5 1
361 1 1
361 2 1
361 3 1
361 4 1
361 5 1
362 1 1
362 2 1
362 3 1
362 4 1
362 5 1
363 1 1
363 2 1
363 3 1
363 4 1
363 5 1
364 1 1
364 2 1
364 3 1
364 4 1
364 5 1
365 1 1
365 2 1
365 3 1
365 4 1
365 5 1
366 1 1
366 2 1
366 3 1
366 4 1
366 5 1
367 1 1
367 2 1
367 3 1
367 4 1
367 5 1
368 1 1
368 2 1
368 3 1
368 4 1
368 5 1
369 1 1
369 2 1
369 3 1
369 4 1
369 5 1
370 1 1
370 2 1
370 3 1
370 4 1
370 5 1
371 1 1
371 2 1
371 3 1
371 4 1
371 5 1
372 1 1
372 2 1
372 3 1
372 4 1
372 5 1
373 1 1
373 2 1
373 3 1
373 4 1
373 5 1
374 1 1
374 2 1
374 3 1
374 4 1
374 5 1
375 1 1
375 2 1
375 3 1
375 4 1
375 5 1
time: 2100000000
320 1 972840 21775 2708 876 449 268 171 69 43 17 17 10 19 14 24 17 45 61 35 47 48 67 53 50 38 48 59 56 24 28 10 2 10 3
320 2 924235 41082 7654 2189 1311 936 843 883 741 675 619 669 593 520 519 442 398 346 339 431 384 308 377 375 421 402 423 492 464 427 415 316 378 373 364 268 297 365 335 271 352 362 458 451 368 355 295 324 259 243 315 270 226 174 152 136 113 96 126 155 147 123 100 102 72 60 61 67 52 73 63 45 35 31 22 38 30 28 19 22 37 41 61 67 61 38 32 29 21 24 31 19 24 23 23 30 20 9 20 25 11 10 16 15 4 5 5
320 3 586817 74786 43568 31689 24750 19580 15630 12821 11139 9355 8154 7397 6567 5885 4998 4751 4689 5210 5651 5342 5439 5312 5113 4804 4749 4415 4415 4420 3991 3638 3410 3112 3005 3127 2879 2717 2804 2707 2686 2523 2210 2219 1996 1720 1551 1464 1551 1474 1575 1354 1298 1142 1083 1031 922 847 885 904 863 774 765 633 621 535 506 487 372 411 475 443 413 371 306 248 231 196 208 146 151 117 131 137 132 134 153 146 123 73 63 46 36 28 23 22 33 44 29 16 10 9 17 15 15 5 5 4 5 4
320 4 968790 22965 3310 1369 903 663 546 312 157 96 57 41 36 27 28 45 53 51 37 41 39 27 59 80 54 49 54 37 38 23 13 1
320 5 465843 64161 31029 19331 14262 12041 11020 10139 9076 8698 8346 8015 7628 7116 6262 5569 5739 6747 7207 7478 7466 7423 7470 7502 7321 7332 7470 7325 7090 6717 6095 5795 5455 5866 5944 6304 6453 6555 6329 6271 6177 5977 5749 5379 5029 4878 4750 4513 4910 4279 4493 4694 4537 4387 4131 4048 3957 3778 3649 3517 3214 3054 3081 2716 2681 2600 2529 2485 2421 2097 2029 1822 1812 1721 1536 1505 1235 1100 1056 863 842 891 815 847 721 797 787 694 652 614 573 454 431 458 429 396 406 301 326 277 293 271 289 284 254 230 194 185 143 114 107 96 95 77 96 100 113 102 67 83 63 82 51 43 64 52 40 32 44 47 33 16 14 13 14 12 11 14 10 10 18 15 8 12 8 17 16 9 5 5 10 15 11 3 1
320 6 974698 21684 2515 402 162 112 57 73 57 49 48 26 34 30 14 14 14 7 5
320 7 967232 19126 3151 1252 853 698 548 478 361 360 397 376 297 257 328 256 265 248 209 286 191 164 106 99 97 117 102 92 41 67 48 52 47 23 40 28 30 28 67 79 56 46 49 64 71 48 45 80 89 115 112 85 73 51 74 63 33 9 7 5 5 1 4 7 2 6 7 11 5 7 9 15 4 9 2 3 3 7 11 3 5 5 10 2 8 12 21 6 9 15 15 21 13 14 3 4 9 6 7 12 5 4 2 1
320 8 960081 29341 5553 1578 660 329 225 143 115 85 92 97 73 87 78 69 41 42 39 34 20 30 42 34 29 21 28 9 16 26 18 32 25 21 21 13 18 15 26 30 23 16 28 17 12 14 35 27 13 13 21 24 22 14 20 24 29 17 37 27 20 22 30 52 41 29 15 23 27 17 4 6 21 21 4
320 9 980959 16123 1539 329 175 135 102 104 52 23 37 24 15 18 18 12 24 13 8 9 3 15 24 31 36 53 56 10 13 25 12 4
320 10 977769 18180 2211 371 213 157 118 127 165 99 49 44 96 53 111 61 62 30 51 32 2
320 11 949964 32796 5730 1805 1004 669 556 500 363 279 219 252 216 197 201 257 209 205 211 226 284 206 187 199 172 168 161 139 146 140 127 128 82 92 118 86 87 75 61 46 71 60 90 66 61 54 72 93 78 69 61 54 59 59 57 29 37 57 39 32 32 24 31 36 39 32 24 16 2 1 1 2
320 12 984770 12934 1089 223 159 72 40 63 53 66 71 57 38 17 19 13 7 6 6 10 27 23 33 32 38 39 34 11 14 25 11 1
320 13 961818 23706 4516 1619 667 314 208 214 273 325 299 302 200 163 194 208 152 174 142 176 167 182 193 191 117 119 95 97 79 79 102 89 51 61 62 24 47 47 81 57 61 64 83 65 38 31 46 43 46 60 47 46 54 37 73 63 65 49 39 36 56 30 37 18 18 21 26 29 26 21 18 31 36 20 59 59 33 13 13 8 14 11 13 10 17 16 18 13 12 11 15 21 12 19 18 25 24 22 17 16 28 28 49 55 56 17 23 22 11 8 3 7 7 3 9 4 6 7 7 7 2 5 7 11 15 19 17 12 4
320 14 967699 21319 3220 1502 783 409 358 369 324 268 245 232 227 286 273 237 142 143 151 162 121 119 83 66 35 50 59 76 75 68 50 57 50 57 44 84 139 132 106 72 38 31 26 10 4
320 15 850942 32721 11470 7632 5932 4862 4086 3717 3184 3169 2878 2628 2308 2033 1791 1761 1775 1818 1788 1808 1769 1837 1877 1882 1739 1692 1542 1646 1367 1256 1269 1261 1348 1313 1321 1320 1473 1396 1280 1247 1178 1042 842 808 795 746 783 893 896 822 870 865 808 756 680 598 502 467 458 393 439 363 349 269 304 347 331 308 331 315 251 201 163 174 139 159 122 120 122 113 93 100 107 71 68 74 83 77 103 95 89 84 86 63 39 48 57 24 19 25 41 20 32 46 53 47 26 45 22 4
320 16 982728 15744 1026 154 104 42 4 10 4 12 9 7 5 13 13 12 4 7 5 6 14 9 9 10 15 15 9 4 4 3
320 17 978672 19758 1483 86 2
320 18 985048 13986 888 64 15
320 19 979815 18869 1256 60 1
320 20 980367 18144 1414 75 1
321 1 984616 12850 735 162 132 140 65 75 75 27 46 27 25 23 15 29 19 12 26 14 11 15 17 18 28 55 34 23 16 16 12 20 20 14 16 34 25 20 22 26 29 31 29 13 24 21 23 40 16 8 14 6 20 9 10 9 17 10 22 16 9 10 25 27 7 1
321 2 973618 19790 2451 964 670 533 382 242 186 136 72 41 15 14 18 12 10 9 22 15 29 29 50 49 17 23 17 28 41 25 27 26 34 42 54 48 75 58 39 37 31 19 3
321 3 942527 32487 7079 2241 1092 758 627 527 500 489 455 421 350 297 259 220 270 254 292 289 317 381 286 278 304 336 272 301 207 223 197 136 137 170 200 208 151 145 130 116 141 143 155 160 141 119 146 147 151 105 128 98 63 84 70 80 92 121 103 112 63 56 54 47 58 61 73 60 74 73 68 101 99 50 41 36 33 24 32 23 42 52 50 74 110 83 54 56 33 19 9 4 1
321 4 974472 18614 1558 308 172 182 182 140 112 150 159 164 153 163 125 122 120 115 133 95 88 82 74 116 119 99 144 115 106 100 95 62 97 119 100 94 65 47 31 46 61 62 55 50 25 31 39 45 37 36 47 46 37 31 28 46 51 50 28 31 32 18 14 5 8 6 9 7 8 10 10
321 5 869076 40476 12130 6969 5349 4235 3676 3490 3083 2991 2597 2487 2334 2116 1654 1420 1468 1515 1526 1564 1466 1395 1231 1302 1195 1135 1138 1163 1078 1006 862 785 795 872 759 730 673 713 775 741 759 708 653 524 462 471 394 378 330 259 204 232 224 215 213 202 174 181 158 149 139 173 157 151 130 136 139 150 160 177 150 147 113 126 135 71 83 36 37 30 26 23 25 26 28 25 14 25 33 33 37 35 44 61 45 53 49 55 29 9 12 7 6 1
321 6 971881 15966 3074 1803 1437 1145 694 403 282 240 206 140 126 109 100 79 93 94 123 141 130 144 147 79 56 71 86 46 37 71 79 62 60 51 36 33 46 46 54 65 52 47 34 27 15 23 26 57 27 24 24 21 39 13 10 17 9 1
321 7 953997 28507 6691 2303 1026 658 578 468 401 318 278 307 291 344 297 239 207 221 228 186 182 198 212 163 116 125 187 205 144 74 49 57 64 73 24 12 36 52 41 32 24 18 38 52 38 31 20 10 5 26 14 11 6 8 14 19 7 13 6 17 17 13 2 1
321 8 974338 18468 2530 685 413 341 283 246 275 221 145 175 124 137 130 101 44 82 44 50 73 84 64 116 134 104 91 66 39 17 19 5 8 5 6 2 11 5 6 14 11 8 6 8 3 0 5 4 6 7 9 6 7 8 5 12 13 11 5 9 19 12 12 4 2 11 7 10 17 9 9 17 19 6 3
321 9 985578 13485 795 93 44 6
321 10 973993 17670 2757 947 562 334 255 198 154 165 167 174 119 121 112 97 69 59 41 58 58 51 38 60 51 31 29 60 128 181 117 54 60 42 41 48 34 55 59 63 103 69 53 42 48 18 44 47 34 16 27 65 59 42 15 7
321 11 935112 28274 5138 2351 1746 1457 1433 1180 1079 994 958 948 959 883 768 683 664 579 653 541 463 491 488 492 483 524 479 428 458 465 371 395 435 445 411 478 439 431 422 481 449 346 293 253 291 191 153 109 111 70 91 103 122 112 97 76 91 93 69 62 42 27 34 41 40 42 25 33 31 18 11 18 30 28 42 36 28 36 27 45 32 39 27 24 31 16 30 34 34 28 31 34 25 16 10 16 18 30 22 14 17 26 17 11 11 16 5 6 9 2 10 14 16 5 11 12 5 2
321 12 974767 21639 2174 329 240 185 172 93 81 56 23 12 12 26 21 19 6 12 5 4 7 19 21 19 16 5 2 4 6 11 12 2 0 1
321 13 977437 19938 1842 301 211 120 54 61 27 6 4
321 14 988117 11341 527 16
321 15 955321 33358 6056 1256 372 237 183 167 174 213 237 232 237 170 155 153 203 217 193 214 152 93 45 19 19 16 16 13 27 32 46 25 20 22 48 32 21 7
321 16 974139 18318 2167 815 626 452 337 233 254 229 229 186 178 120 96 107 136 166 192 151 173 163 123 70 46 68 46 45 24 32 29 27 14 5 4 1
321 17 979264 19202 1461 71 3
321 18 982087 16493 1287 125 8 0 1
321 19 975877 22232 1800 89 3
321 20 979677 18873 1357 91 3
322 1 961466 30108 4234 728 305 191 141 129 131 99 113 157 148 162 167 202 232 113 113 124 142 140 107 92 107 93 61 61 39 58 34 3 1
322 2 974753 22540 2260 322 96 26 3 1
322 3 978266 18995 1816 242 116 115 129 124 60 46 28 39 9 13 3
322 4 985129 13232 942 81 75 55 61 58 59 55 63 80 70 21 12 7 1
322 5 988195 10077 713 273 278 188 156 89 25 7
322 6 960348 32874 4254 851 393 232 170 141 124 144 118 71 46 46 18 13 15 15 10 4 2 6 3 7 12 13 16 9 1 3 10 4 5 2 3 2 4 5 3 2 2
322 7 974277 22139 2091 465 242 121 96 77 63 78 78 40 58 42 33 32 18 18 21 12
322 8 978850 19576 1364 121 42 25 13 5 3 2
322 9 973627 19885 2241 682 368 271 211 205 187 155 134 141 144 128 84 69 86 90 98 152 88 131 85 42 21 16 7 12 21 20 47 39 29 55 45 37 26 26 30 33 18 5 4 4 2 10 2 7 20 17 14 25 13 25 17 9 9 6 8 10 6 2
322 10 961016 26613 3980 1155 713 409 305 344 332 221 281 222 211 225 210 162 166 197 217 200 138 184 139 117 78 101 114 135 115 85 67 38 32 41 43 24 28 46 32 48 45 36 33 33 47 65 33 33 41 37 25 36 27 28 48 37 17 9 7 13 11 22 32 19 8 7 17 11 18 10 12 17 15 16 5 18 22 24 24 22 28 29 36 20 9 6 7 1 9 15 34 37 6
322 11 968849 21652 3948 1065 560 411 418 372 283 178 153 155 130 111 86 57 60 34 59 64 102 56 70 67 48 28 31 29 30 19 32 30 35 37 28 40 44 64 64 55 56 52 40 52 32 27 34 10 4 7 10 4 6 3 11 19 30 31 12 7
322 12 984364 13263 1510 297 106 65 93 97 58 52 48 31 15 2
322 13 981621 13430 2224 751 471 341 204 136 96 115 56 53 41 18 22 13 9 8 5 9 3 2 21 15 9 3 9 18 27 15 10 12 5 3 11 15 15 13 15 20 9 18 7 3 10 21 17 17 15 9 8 3
322 14 672387 43114 22423 15896 12663 10934 9451 7960 7206 7087 6794 6299 5610 5173 4694 4564 4662 4787 4936 4642 4876 4785 4765 4640 4730 4349 4247 4339 3815 3818 3929 4179 4083 4034 3888 3919 3800 3770 3630 3420 3273 2983 3029 2875 2629 2372 2191 2064 2168 1971 1894 1877 1773 1725 1732 1602 1516 1442 1278 1171 1063 859 853 802 671 760 653 570 540 521 491 415 435 469 413 462 390 350 305 227 206 174 152 164 131 142 129 124 115 86 83 105 80 80 62 78 103 130 111 123 82 27 16 13 27 15 27 26 16 17 9 8 17 28 28 19 16 17 17 6 16 24 25 15
322 15 970414 24328 2685 413 174 145 113 108 128 104 112 101 66 76 94 82 76 60 73 68 69 108 104 129 101 37 25 6 2
322 16 981964 16558 1056 47 7 9 9 12 21 16 14 3 2 8 8 11 9 20 12 13 10 3 1 4 7 5 8 16 33 16 22 14 18 8 20 13 4
322 17 983415 15556 990 40
322 18 979729 18785 1387 96 4
322 19 983316 15638 996 50 1
322 20 980983 17716 1247 55
323 1 976178 18316 2133 337 255 225 181 173 250 170 116 74 56 68 67 71 53 48 75 88 107 97 95 61 42 42 49 48 92 54 17 32 37 52 55 38 30 15 18 25 7 2 4 5 6 4 6 3 1 5 4 4 2 4 4
323 2 973239 19558 4031 1416 776 478 331 114 23 6 3 7 12 3 4
323 3 977974 19971 1647 199 66 52 45 27 10 6 4
323 4 975876 18932 1868 322 161 196 147 187 191 244 250 209 233 209 139 119 86 78 73 25 9 10 47 26 9 8 5 30 26 12 7 15 4 9 5 3 7 8 6 9 17 26 9 25 19 17 15 13 21 7 18 12 2
323 5 940973 24735 4164 1730 1284 1223 1196 1047 996 1088 985 858 740 652 635 605 649 717 742 733 764 750 710 658 530 519 599 560 520 483 490 486 390 382 385 365 393 391 393 391 311 264 247 251 239 179 197 190 188 175 146 117 90 106 88 91 57 42 53 50 47 52 65 63 63 79 49 60 63 49 67 59 36 12 11 3 11 8 9 9 6 5 8 11 4 8 9 4 4 6 14 15 23 25 27 19 5 1
323 6 781999 43826 26544 20697 16120 12395 9112 6871 5052 4457 3487 3115 2781 2612 2387 2216 2013 2152 2240 2336 2231 2219 2212 2111 1997 1985 1817 1860 1557 1385 1243 1142 1130 1118 1170 1193 1137 1183 1020 896 738 708 595 593 576 624 571 513 516 455 428 378 376 396 413 376 413 419 352 377 365 408 314 293 262 287 235 252 241 246 269 322 323 292 305 255 186 168 156 140 108 100 110 91 85 86 94 68 70 86 81 81 69 61 64 88 63 41 46 67 58 52 30 20 3 9 7 11 5 14 20 20 18 10 5 4 2
323 7 956387 27813 5476 2388 1570 1329 874 548 381 310 213 175 138 92 97 76 71 81 87 106 115 159 147 85 74 59 54 36 30 18 15 14 21 28 33 42 33 23 43 20 17 26 34 29 18 12 13 12 11 7 13 18 14 20 16 10 23 13 17 38 31 22 24 29 30 23 16 10 8 10 8 8 9 7 11 14 14 14 6 6 12 8 8 11 10 17 8 4 1
323 8 976344 17673 2896 944 498 172 128 125 131 90 70 74 50 34 34 37 48 67 62 101 91 96 48 30 9 12 19 11 13 15 10 20 18 9 13 4 4 1
323 9 963423 26216 3455 882 485 477 396 420 438 401 368 373 301 185 157 164 102 165 157 141 136 117 138 101 101 61 50 63 44 45 47 29 36 21 15 6 15 32 31 39 19 24 22 20 24 28 17 13 1
323 10 972194 23562 3217 587 164 52 53 57 44 34 28 9
323 11 980233 17453 1268 249 169 123 65 34 19 14 25 27 24 27 19 18 26 8 12 23 17 28 33 38 14 5 8 13 8 1
323 12 973916 21737 2989 804 292 150 49 31 26 7
323 13 983403 15464 1087 46 1
323 14 970503 24793 3653 640 143 54 45 68 48 42 12
323 15 983299 14190 843 182 203 125 119 87 78 77 92 96 66 48 41 33 32 22 37 23 24 8 17 19 28 25 32 37 29 22 28 16 9 6 6 2
323 16 969201 22738 3500 1460 897 587 285 216 143 126 51 66 75 56 50 23 19 14 7 10 3 4 16 6 15 13 13 7 6 13 10 5 6 6 16 11 19 11 9 7 18 12 14 23 31 21 17 7 17 29 19 24 18 6 6 4 2 11 2
323 17 977764 20391 1730 110 6
323 18 984702 14351 901 46 1
323 19 984155 14831 965 47 3
323 20 977579 20663 1669 86 4
324 1 957771 33450 6804 1629 329 17 1
324 2 974602 17891 3002 1310 838 532 348 294 213 185 133 129 82 63 27 21 21 11 14 26 25 11 12 8 10 13 19 20 25 27 29 14 10 3 17 8 5 3
324 3 942316 28831 5584 2285 1287 1001 888 739 687 668 577 573 553 539 415 393 329 373 499 443 472 447 466 419 410 353 413 421 347 287 295 248 242 230 185 212 219 226 223 219 188 183 194 159 128 136 105 149 193 178 154 144 118 111 115 103 73 105 86 109 83 95 133 151 104 94 72 59 40 45 36 50 39 46 41 67 61 45 59 67 59 73 57 42 35 11 8 12 11 21 31 27 20 12 10 18 27 22 26 14 17 8 7 1
324 4 970696 22417 3346 1171 571 311 293 269 217 156 107 57 26 36 19 27 44 23 48 97 40 20 9 1
324 5 970298 25775 2442 266 135 62 70 60 35 36 13 11 11 19 16 13 14 15 3 16 22 19 22 8 15 18 24 19 21 8 6 20 22 24 30 12 15 7 14 15 11 9 10 4 10 8 8 5 4 8 5 7 3 12 19 6 8 7 11 7 13 21 12 19 15 22 43 29 10 4
324 6 965693 26542 3094 774 489 408 345 217 182 231 228 206 186 197 171 106 68 61 32 26 40 51 57 34 37 51 49 75 62 51 36 34 20 17 16 34 26 22 22 11
324 7 558962 78308 40194 28969 22871 18731 14816 12698 11492 10643 9251 8672 8097 7558 6996 5968 5413 5418 6338 6387 6136 6336 6289 6367 6033 5970 5576 5444 5117 4502 4320 3661 3394 3067 2913 3200 3094 2976 2839 2827 2909 2524 2334 2112 2172 2200 1986 1775 1866 1418 1273 1273 1210 1028 1011 1065 991 984 800 712 705 692 615 560 474 539 493 444 426 424 373 361 357 320 315 285 242 228 137 129 149 142 150 145 120 103 133 93 77 86 68 73 76 75 87 83 126 79 50 42 44 55 29 36 27 25 11 15 8 6 1 4 6 8 3 2 4 6 5 9 1 6 5 2 2 4 2 2 5 1 4 1 3 4 2 5 7 6 8 7 15 15 15 3 7 3
324 8 972699 19480 1571 278 175 206 249 225 202 190 227 224 182 118 110 123 132 134 132 140 155 116 144 134 138 134 170 175 162 218 239 155 142 114 120 148 191 174 166 95 38 41 23 12
324 9 977031 18282 3103 767 235 142 45 16 29 18 16 13 12 10 15 15 38 45 20 8 14 13 18 28 25 16 9 7 9 2
324 10 967072 22455 2816 470 163 127 119 160 151 167 115 152 142 192 137 128 136 117 118 131 156 119 143 124 105 117 144 175 191 165 136 166 182 167 175 176 227 181 151 161 91 105 120 89 68 78 60 74 71 65 74 46 29 21 12 13 28 32 47 62 56 55 53 38 34 43 36 22 35 43 29 37 36 30 13 15 9 3
324 11 985569 13725 686 21
324 12 936706 31998 7857 4151 2833 2208 1409 1007 833 666 609 545 566 598 548 446 501 432 428 371 410 351 292 247 217 175 191 177 172 142 159 156 123 173 178 229 190 149 176 129 99 87 43 35 46 53 60 51 63 32 51 50 39 70 36 25 26 30 29 42 22 27 8 12 5 7 6 7 8 14 13 12 4 7 11 11 19 20 17 10 15 8 9 10 4
324 13 968957 17988 2889 1593 1133 696 415 300 265 237 254 139 153 186 209 239 218 276 262 157 124 158 145 156 156 202 157 161 158 146 106 95 83 70 83 73 103 77 67 65 48 25 44 38 57 48 48 42 47 45 51 23 50 75 46 45 38 39 25 33 30 14 9 12 16 27 13 17 24 5 3 11 2
324 14 976471 15459 1775 762 607 527 500 402 339 239 196 228 220 242 206 158 159 130 108 140 77 72 38 53 45 63 48 41 23 23 23 23 27 46 66 47 13 33 33 33 27 18 23 45 60 53 16 12 14 16 14 8
324 15 980850 16830 1090 292 189 104 92 74 26 14 22 16 15 18 22 16 32 37 25 54 42 48 30 22 14 9 13 4 1
324 16 985768 13490 714 29
324 17 978355 19796 1726 120 4
324 18 977379 20803 1696 118 5
324 19 977423 21063 1448 62 5
324 20 982277 16501 1146 74 3
325 1 982721 16070 1126 70 13 1
325 2 978555 18060 1954 503 284 121 78 79 80 99 107 57 10 6 7 0 1
325 3 973339 21635 2973 640 326 204 148 83 77 66 23 29 16 18 4 4 12 12 19 37 29 32 27 16 24 26 24 18 45 39 23 6 10 5 10 2
325 4 983550 14977 1280 152 27 12 0 3
325 5 980386 16642 2169 518 148 56 44 24 13 1
325 6 934401 27436 6095 3153 2323 1756 1415 1248 1103 987 913 920 772 706 570 559 627 603 719 660 543 523 461 489 488 429 435 452 360 358 332 335 347 339 368 350 409 407 488 540 499 460 339 259 179 161 214 157 186 199 175 104 93 86 84 89 81 59 40 53 67 36 43 39 25 20 25 29 12 21 18 25 33 28 35 23 16 27 36 24 18 23 20 15 27 44 52 15 19 15 14 21 15 24 31 21 16 17 33 11 4 6 14 6 2
325 7 951425 24301 7310 3818 2470 1433 982 785 718 682 627 531 434 387 326 307 267 347 257 257 239 203 157 132 137 148 123 125 110 117 103 130 101 102 40 44 36 47 48 34 20 6 27 21 20 13 15 16 12 7 4
325 8 974956 22510 2117 233 29 47 20 3 7 12 45 20 2
